Date,Year-Month,Title,Review
08/01/2024,01/01/2024,All the questions were answered…,All the questions were answered properly. Reasonable price.
08/01/2024,01/01/2024,Happy with response and info given to…,"Happy with response and info given to us,friendly engineer"
09/01/2024,01/01/2024,Engineer was very helpful and polite…,Engineer was very helpful and polite explained everything as he carried out the job . Excellent service
09/01/2024,01/01/2024,Everything was absolutely fine.,Everything was absolutely fine.Engineer came on time and was very polite.After the service he gave me his result and advise.
09/01/2024,01/01/2024,Although I expected to have boiler…,"Although I expected to have boiler checked earlier in year, as in the past with other companies. This check suited me, and I was pleased to get it done first thing in the morning by Shaun. He was pleasant and polite and a credit to your company"
09/01/2024,01/01/2024,No fuss just does the job,No fuss just does the job
09/01/2024,01/01/2024,Good and very polite,Good and very polite
09/01/2024,01/01/2024,Very polite,"Very polite, well mannered, neatly presented and helpful. Explained everything he was doing."
09/01/2024,01/01/2024,Recent boiler service was great,"Recent boiler service was great, polite friendly engineer, serviced the boiler in good time with no mess.All in all an excellent experience."
09/01/2024,01/01/2024,Fantastic engineer on time and very…,Fantastic engineer on time and very efficient with excellent advice and feedback provided.
09/01/2024,01/01/2024,Great engineer,Great engineer
09/01/2024,01/01/2024,Engineer was polite at all times and…,Engineer was polite at all times and very efficient
09/01/2024,01/01/2024,You'd be wasting your money...,"I am extremely disappointed with the service I have received from 247. They advertise as an emergency helpline but did not treat my emergency as such. Post a 5-day delay, difficulties in communication and continued lack of action, I had to find alternative resolutions incurring double costs.After following the complaints procedure, I was offered part compensation, which was insulting after the extremely difficult ordeal experienced, and they continued to be stubborn in their approach. They do not adopt fair practice and do not treat customers fairly. Absolutely no action was taken from 247 other than a failed call out on their part. I was charged for the failed attempt.The contractual terms and conditions are misleading and the 247 teams refuse to address it. I'd go to Homeserve instead."
09/01/2024,01/01/2024,Engineer for service came as planned,"Engineer for service came as planned, was kept up to date with him arriving. Was very professional, explained what he was doing and was very helpful"
09/01/2024,01/01/2024,24/7 boiler service,"The 24/7 service technician was polite, friendly and helpful and did the work with the utmost efficiency, also checking the magnetic filter for me. What more could you ask? And he was directly employed by 24/7 in one of their marked vans (unlike their previous iffy sub-contractor) which was reassuring."
09/01/2024,01/01/2024,Engineer done good job very polite,Engineer done good job very polite
09/01/2024,01/01/2024,Totally professional in every way…,Totally professional in every way attitude knowledge and politeness
09/01/2024,01/01/2024,Lovely guy,Lovely guy Water still cold tho
09/01/2024,01/01/2024,Easy to sign up,Easy to sign up
09/01/2024,01/01/2024,Great service,Great service
09/01/2024,01/01/2024,Everything was good,Everything was good
09/01/2024,01/01/2024,Great experience,"Very, friendly and informative. Offered me a discount on my policy saving me money. Would definitely recommend."
09/01/2024,01/01/2024,"They cancelled my policy (MS561575) when I tried to claim.

My regerence number is MS561575",I took out a policy and when I needed to use it they said they didn’t have anyone to help and cancelled my policy leaving me in the lurch. Most unprofessional. MS561575I think they take your money without worrying if they can provide the service and then just cancel your policy if it’s a problem if you decide to claim.Policy number: MS561575I have now shared my reference number above.
09/01/2024,01/01/2024,Simple and quick to setup,Simple and quick to setup. Went through MoneySupermarket so most of the options were pre-filled.
09/01/2024,01/01/2024,Excellent product knowledge,"Excellent product knowledge, friendly and straightforward."
09/01/2024,01/01/2024,The policy was explained fully to me…,The policy was explained fully to me along with various options
09/01/2024,01/01/2024,Very quick with a very clear website,Very quick with a very clear website
09/01/2024,01/01/2024,Very good service,Very good service
09/01/2024,01/01/2024,Great service!,Great service!
09/01/2024,01/01/2024,Quick and simple,Quick and simple. Plus extra discount! Can't complain.
09/01/2024,01/01/2024,Good Service,"You have to stay at the premises between 0800 and 1800, would appreciate am pm appointment time, had to take time off work numerous times to be in for engineer.  The company will charge the customer if they are not at home when the engineer calls, but there is no recourse the other way if the engineer does not turn up (happened to me).  Engineer was great other than this issue."
09/01/2024,01/01/2024,Very happy with Dan,Very happy with Dan
09/01/2024,01/01/2024,Spammer and misleading,"Didn’t renew my cover as the engineer told me they wouldn’t do any repairs in future as my boiler was over 12 years old, I’m now being spammed with text messages every week to rejoin with no option to stop the messages. Will be reporting to OFCOM."
10/01/2024,01/01/2024,Constant emails to renew!!,I’m getting hounded to renew my policy after cancelling after a 1 year policy. Did not want renew for another year. I notified them and declined to renew several times when they kept offering me cheaper prices. I cancelled my direct debit. They have continued to constantly email and text me regarding my cancelled direct debit and asking me to renew. It’s boarding on harassment!
10/01/2024,01/01/2024,Engineer arrived promptly and kept us…,Engineer arrived promptly and kept us informed during his time on site
10/01/2024,01/01/2024,great,very nice good greatful
10/01/2024,01/01/2024,Easy to navigate site and good prices,Easy to navigate site and good prices
